Season;Date;HomeTeam;AwayTeam;Score;FTHG;FTAG;Odds_1;Odds_x;Odds_2;Explore_id;FTR
Elitserien 2004/2005;28/11/2004;IFK Ystads;Kroppskultur;27:28;27;28;1.17;10.99;5.71;pt64TTr1;A
Elitserien 2004/2005;28/11/2004;Lund;Vasteras Irsta HF;28:22;28;22;1.24;9.88;4.59;jw9CR7DD;H
Elitserien 2004/2005;25/11/2004;Vasteras Irsta HF;Lugi;26:32;26;32;2.73;9.52;1.55;lECeVkEl;A
Elitserien 2004/2005;24/11/2004;Djurgardens;Savehof;25:41;25;41;5.67;10.28;1.16;IPYCwE68;A
Elitserien 2004/2005;24/11/2004;Kroppskultur;Heid;30:26;30;26;1.23;10.41;4.63;dGXGxYLE;H
Elitserien 2004/2005;24/11/2004;Lund;Hammarby;22:30;22;30;2.80;9.70;1.51;vuNLyhyL;A
Elitserien 2004/2005;24/11/2004;Redbergslids;IFK Ystads;22:28;22;28;1.87;8.86;2.10;ANDiWVbr;A
Handbollsligan 2017/2018;01/12/2017;Lugi;Skovde;28:26;28;26;1.24;11.33;5.13;8SOHqzUH;H
Handbollsligan 2017/2018;29/11/2017;Alingsas;Aranas;32:23;32;23;1.04;20.39;14.46;dhLDpGEB;H
Handbollsligan 2017/2018;29/11/2017;Karlskrona;Kristianstad;24:29;24;29;15.88;20.93;1.03;ETV8oda5;A
Handbollsligan 2017/2018;01/03/2018;Hammarby;Kristianstad;24:29;24;29;3.93;9.76;1.37;UggILraP;A
Handbollsligan 2017/2018;26/11/2017;Aranas;Guif;26:36;26;36;3.00;8.41;1.58;SCTdlbFn;A
Handbollsligan 2017/2018;24/11/2017;Alingsas;Redbergslids;20:25;20;25;1.52;8.96;3.14;fPbrVzFO;A
Handbollsligan 2017/2018;24/11/2017;Helsingborg;Savehof;22:21;22;21;6.40;13.36;1.17;GYavWGaI;H
Handbollsligan 2017/2018;23/11/2017;Ystads IF;Ricoh;30:17;30;17;1.25;11.19;5.09;8SnQgKiP;H
Elitserien 2015/2016;11/12/2015;Skovde;Kristianstad;25:30;25;30;13.56;15.86;1.05;bmQl0E4l;A
Elitserien 2015/2016;10/12/2015;Ricoh;Karlskrona;24:19;24;19;1.52;9.31;3.06;S4ZI5zsR;H
Elitserien 2015/2016;09/12/2015;Alingsas;Guif;30:22;30;22;1.27;11.57;4.57;vqgOqgK7;H
Elitserien 2015/2016;09/12/2015;Hammarby;Savehof;24:25;24;25;1.95;8.40;2.18;hns68xc8;A
Elitserien 2015/2016;09/12/2015;Kristianstad;Lugi;34:28;34;28;1.21;11.91;5.62;6koA7dCE;H
Elitserien 2015/2016;09/12/2015;Malmo;Drott;31:20;31;20;1.03;19.61;15.68;0hfKpZ41;H
Elitserien 2015/2016;08/12/2015;Aranas;Skovde;31:25;31;25;1.95;8.66;2.17;KtwNoFke;H
Elitserien 2015/2016;07/12/2015;Redbergslids;Ricoh;27:28;27;28;1.25;11.21;4.93;tjvJnezk;A
Elitserien 2015/2016;06/12/2015;Karlskrona;Ystads IF;24:29;24;29;4.89;11.43;1.25;nTvFmyLr;A
Elitserien 2013/2014;11/12/2013;Rimbo;Lugi;31:36;31;36;7.81;14.09;1.11;xGK6TaYl;A
Elitserien 2013/2014;11/12/2013;Savehof;Kristianstad;32:23;32;23;2.42;8.48;1.77;fiV1UuJr;H
Elitserien 2013/2014;11/12/2013;Ystads IF;Onnereds;36:23;36;23;1.12;13.95;7.53;lh3UnlZ9;H
Elitserien 2013/2014;10/12/2013;Lund;Redbergslids;28:39;28;39;2.43;8.45;1.76;4lZPkjki;A
Elitserien 2013/2014;10/12/2013;Skovde;Drott;29:34;29;34;1.80;8.65;2.34;ruYTlA4c;A
Elitserien 2013/2014;08/12/2013;Guif;Ystads IF;30:22;30;22;1.39;10.11;3.58;hA57X8ZM;H
Elitserien 2013/2014;08/12/2013;Hammarby;Skovde;26:26;26;26;1.66;8.85;2.61;W04BWSlT;D
Elitserien 2013/2014;08/12/2013;Lugi;Savehof;28:25;28;25;1.36;10.24;3.77;joorR6Cj;H
Elitserien 2013/2014;08/12/2013;Onnereds;Rimbo;28:31;28;31;1.53;9.58;2.96;Oz13YlKG;A
Elitserien 2013/2014;07/12/2013;Drott;Lund;32:29;32;29;1.24;11.47;4.97;2LCfzBk4;H
Elitserien 2011/2012;06/12/2011;Lugi;Kristianstad;23:27;23;27;1.48;9.73;3.09;nZSNA7TR;A
Elitserien 2011/2012;06/12/2011;Redbergslids;Savehof;31:27;31;27;3.09;10.40;1.46;2FO3Byu8;H
Elitserien 2011/2012;06/12/2011;Skovde;Alingsas;25:30;25;30;1.69;9.33;2.47;AyY25oik;A
Elitserien 2011/2012;06/12/2011;Tumba;Lund;25:27;25;27;1.78;8.91;2.33;lSW6456e;A
Elitserien 2011/2012;06/12/2011;Ystads IF;Malmo;30:28;30;28;1.38;10.90;3.55;rkWA3PL1;H
Elitserien 2011/2012;03/12/2011;Alingsas;Redbergslids;25:23;25;23;1.31;11.53;4.00;dpzBD9q9;H
Elitserien 2011/2012;01/12/2011;Malmo;Aranas;30:26;30;26;1.39;10.60;3.46;hCTJBmEL;H
Elitserien 2011/2012;30/11/2011;Guif;Skovde;22:22;22;22;1.23;11.82;4.90;v9PFCTbF;D
Elitserien 2011/2012;30/11/2011;Hammarby;Drott;24:26;24;26;3.01;9.91;1.50;M7eUj6i2;A
Elitserien 2010/2011;19/12/2010;Lindesberg;Redbergslids;23:31;23;31;;;;zXbD5WU6;A
Elitserien 2010/2011;19/12/2010;Malmo;Lund;29:32;29;32;;;;dt096CF0;A
Elitserien 2010/2011;17/12/2010;Lugi;Guif;26:27;26;27;;;;EHA47h0f;A
Elitserien 2010/2011;15/12/2010;Alingsas;Lugi;22:22;22;22;;;;vuG1AEVs;D
Elitserien 2010/2011;15/12/2010;Lindesberg;Ystads IF;30:30;30;30;;;;Y1F59Ypl;D
Elitserien 2010/2011;13/12/2010;Lund;Aranas;31:21;31;21;;;;KfZUFz8K;H
Elitserien 2010/2011;13/12/2010;Redbergslids;Skovde;25:28;25;28;;;;xWTZEfNQ;A
Elitserien 2010/2011;13/12/2010;Savehof;Kristianstad;27:21;27;21;;;;OrOzhXFD;H
Elitserien 2010/2011;12/12/2010;Alingsas;Drott;26:26;26;26;;;;t4zRGGhE;D
Elitserien 2010/2011;12/12/2010;Guif;Lindesberg;30:28;30;28;;;;SGURggo1;H
Elitserien 2009/2010;01/12/2009;Hammarby;Alingsas;31:25;31;25;2.31;9.33;1.77;KfRGLanH;H
Elitserien 2009/2010;30/11/2009;Guif;Helsingborg;33:26;33;26;1.16;13.36;5.86;rP40NLH4;H
Elitserien 2009/2010;30/11/2009;Malmo;Lindesberg;31:30;31;30;1.55;10.03;2.80;QmAeO12b;H
Elitserien 2009/2010;30/11/2009;Skovde;Savehof;30:30;30;30;2.40;9.20;1.73;QXRCMuXA;D
Elitserien 2009/2010;29/11/2009;Lund;Kristianstad;21:24;21;24;1.51;10.19;2.90;hzCmQNXo;A
Elitserien 2008/2009;12/11/2008;Skovde;Ystads IF;35:28;35;28;1.77;9.43;2.26;n967cLa8;H
Elitserien 2008/2009;12/11/2008;Lindesberg;Lund;21:23;21;23;1.92;8.87;2.11;GtfeXyN7;A
Elitserien 2008/2009;10/11/2008;Drott;Savehof;29:31;29;31;3.83;11.95;1.31;27qdU8kK;A
Elitserien 2008/2009;10/11/2008;Redbergslids;Guif;32:32;32;32;1.49;10.61;2.92;dUr0TS4Q;D
Elitserien 2008/2009;09/11/2008;Ystads IF;IFK Ystads;31:27;31;27;3.61;12.73;2.68;nVFQJI7D;H
Elitserien 2008/2009;09/11/2008;Alingsas;Lindesberg;32:29;32;29;1.34;11.52;3.59;hWMHLvw1;H
Elitserien 2008/2009;09/11/2008;Lund;Tumba;33:31;33;31;1.06;15.73;10.31;zeCMKbh7;H
Elitserien 2008/2009;09/11/2008;Trelleborg;Skovde;29:33;29;33;3.50;11.55;1.36;hOnMgYvA;A
Elitserien 2008/2009;05/11/2008;IFK Ystads;Trelleborg;26:30;26;30;1.40;11.15;3.31;dpwFXEoe;A
Elitserien 2004/2005;24/11/2004;Tumba;Guif;26:26;26;26;1.94;8.60;2.05;hrRPzCjR;D
Elitserien 2004/2005;23/11/2004;Skovde;Drott;40:25;40;25;1.32;10.17;3.72;jJpVEUT7;H
Elitserien 2004/2005;14/11/2004;Guif;Kroppskultur;32:22;32;22;1.37;10.07;3.49;CSoRFAE1;H
Elitserien 2004/2005;13/11/2004;IFK Ystads;Lund;36:22;36;22;1.29;10.51;4.08;U3dMGjae;H
Elitserien 2004/2005;12/11/2004;Hammarby;Vasteras Irsta HF;40:25;40;25;1.12;10.99;7.05;MwgEICUr;H
Elitserien 2004/2005;12/11/2004;Lugi;Djurgardens;27:21;27;21;1.29;9.86;4.09;G0hIHWqk;H
Elitserien 2004/2005;11/11/2004;Heid;Redbergslids;23:26;23;26;5.98;10.99;1.16;KU6nNhMR;A
Elitserien 2004/2005;10/11/2004;Drott;Tumba;27:25;27;25;1.25;10.48;4.54;2gCsOY6L;H
Elitserien 2004/2005;10/11/2004;Savehof;Skovde;29:29;29;29;1.83;8.66;2.20;O2DwPEiF;D
Elitserien 2004/2005;04/11/2004;Vasteras Irsta HF;Djurgardens;24:27;24;27;1.80;8.63;2.22;UuEZPfx9;A
Handbollsligan 2017/2018;22/11/2017;Karlskrona;Lugi;23:33;23;33;4.22;9.63;1.34;lCTsXdpC;A
Handbollsligan 2017/2018;22/11/2017;Skovde;Malmo;32:37;32;37;4.21;9.64;1.34;plvhkv0t;A
Handbollsligan 2017/2018;18/02/2018;Malmo;Alingsas;23:21;23;21;1.49;8.64;3.28;GbVZYIFa;H
Handbollsligan 2017/2018;21/11/2017;Guif;Hammarby;28:25;28;25;1.45;9.15;3.43;ALUwYxV5;H
Handbollsligan 2017/2018;19/11/2017;Redbergslids;Helsingborg;39:28;39;28;1.07;17.72;11.07;lloet1NP;H
Handbollsligan 2017/2018;17/11/2017;Savehof;Ystads IF;29:28;29;28;1.83;7.95;2.41;2eRVZb0g;H
Handbollsligan 2017/2018;16/11/2017;Kristianstad;Skovde;39:29;39;29;1.06;18.15;11.96;ttwNyLVt;H
Elitserien 2015/2016;06/12/2015;Drott;Hammarby;19:28;19;28;4.63;11.31;1.28;A7mmhHCR;A
Elitserien 2015/2016;05/12/2015;Guif;Aranas;39:24;39;24;1.06;16.37;11.58;SrbrgccL;H
Elitserien 2015/2016;03/12/2015;Savehof;Malmo;28:23;28;23;1.53;9.55;3.01;tSeWeaD2;H
Elitserien 2015/2016;03/12/2015;Skovde;Redbergslids;26:28;26;28;3.20;9.32;1.49;KIfzeJS8;A
Elitserien 2015/2016;03/12/2015;Ystads IF;Alingsas;28:26;28;26;1.69;9.22;2.57;lhavfwrF;H
Elitserien 2015/2016;02/12/2015;Drott;Aranas;30:33;30;33;1.61;9.26;2.78;lEzF6GRK;A
Elitserien 2015/2016;02/12/2015;Ricoh;Kristianstad;27:31;27;31;10.61;16.15;1.08;vNHmXFz2;A
Elitserien 2015/2016;30/11/2015;Malmo;Redbergslids;26:25;26;25;1.47;9.51;3.30;lfCxUqPo;H
Elitserien 2015/2016;30/11/2015;Lugi;Karlskrona;33:30;33;30;1.09;14.79;9.92;SnEqYeLe;H
Elitserien 2015/2016;29/11/2015;Hammarby;Skovde;27:22;27;22;1.24;11.20;5.19;fZFyzIjq;H
Elitserien 2013/2014;07/12/2013;Kristianstad;Alingsas;32:23;32;23;1.34;10.35;3.90;xrsvSncp;H
Elitserien 2013/2014;07/12/2013;Redbergslids;Malmo;31:31;31;31;1.65;8.95;2.66;pp2aZU4A;D
Elitserien 2013/2014;05/12/2013;Skovde;Redbergslids;22:27;22;27;1.54;9.64;2.90;jo9jyizb;A
Elitserien 2013/2014;04/12/2013;Alingsas;Onnereds;27:22;27;22;1.04;17.06;14.05;tGRaETSp;H
Elitserien 2013/2014;04/12/2013;Lugi;Guif;30:23;30;23;1.41;9.90;3.49;Mciz3Fsb;H
Elitserien 2013/2014;04/12/2013;Rimbo;Hammarby;23:33;23;33;4.27;11.17;1.29;z1ev2Zd4;A
Elitserien 2013/2014;04/12/2013;Savehof;Drott;25:21;25;21;1.53;9.53;2.96;IXArwD5o;H
Elitserien 2013/2014;04/12/2013;Ystads IF;Lund;41:25;41;25;1.32;10.85;4.00;dO9nxXKi;H
Elitserien 2013/2014;01/12/2013;Alingsas;Drott;31:31;31;31;1.36;10.29;3.78;ARmHMiL4;D
Elitserien 2011/2012;30/11/2011;Kristianstad;Ystads IF;20:21;20;21;1.92;8.70;2.15;0h7LhSMk;A
Elitserien 2011/2012;30/11/2011;Lund;Lugi;27:35;27;35;3.31;10.36;1.42;rHdQinxd;A
Elitserien 2011/2012;30/11/2011;Savehof;Tumba;35:27;35;27;1.03;17.79;14.81;Igy7EkU2;H
Elitserien 2011/2012;28/11/2011;Skovde;Hammarby;27:30;27;30;1.12;14.43;6.89;nk3Hg87q;A
Elitserien 2011/2012;27/11/2011;Lugi;Savehof;22:26;22;26;2.92;9.90;1.51;U9GkblaS;A
Elitserien 2011/2012;25/11/2011;Ystads IF;Lund;41:25;41;25;1.20;12.61;5.34;n1gwaUqM;H
Elitserien 2011/2012;23/11/2011;Aranas;Kristianstad;28:26;28;26;1.95;8.95;2.10;dC0Q1Wa3;H
Elitserien 2010/2011;12/12/2010;Hammarby;Lugi;24:26;24;26;;;;AuKWhD07;A
Elitserien 2010/2011;12/12/2010;Ystads IF;Malmo;21:31;21;31;;;;lQVNfZVf;A
Elitserien 2010/2011;05/12/2010;Drott;Lund;31:29;31;29;;;;t0WJeFGl;H
Elitserien 2010/2011;05/12/2010;Kristianstad;Alingsas;22:23;22;23;;;;bi97de1r;A
Elitserien 2010/2011;03/12/2010;Aranas;Ystads IF;30:20;30;20;;;;IgewENWF;H
Elitserien 2010/2011;02/12/2010;Skovde;Malmo;29:30;29;30;;;;4jiZE3H9;A
Elitserien 2010/2011;01/12/2010;Lindesberg;Hammarby;30:27;30;27;;;;WxgRGPnc;H
Elitserien 2010/2011;01/12/2010;Lugi;Savehof;31:31;31;31;;;;ATiVFq23;D
Elitserien 2010/2011;01/12/2010;Redbergslids;Guif;28:33;28;33;;;;j3ozhtAd;A
Elitserien 2009/2010;29/11/2009;Redbergslids;Drott;28:26;28;26;1.54;10.34;2.80;ncBiPsmh;H
Elitserien 2009/2010;29/11/2009;Ystads IF;Lugi;29:32;29;32;1.56;10.25;2.72;t08qR3Iu;A
Elitserien 2009/2010;26/11/2009;Helsingborg;Skovde;26:24;26;24;2.65;9.83;1.60;0fzOt7Rt;H
Elitserien 2009/2010;26/11/2009;Kristianstad;Guif;33:28;33;28;2.43;9.65;1.70;UBmdomJP;H
Elitserien 2009/2010;26/11/2009;Lindesberg;Ystads IF;29:33;29;33;1.74;9.19;2.36;rVa3wy0J;A
Elitserien 2009/2010;25/11/2009;Alingsas;Lund;24:24;24;24;1.19;12.75;5.46;z5deucV6;D
Elitserien 2009/2010;25/11/2009;Drott;Savehof;25:29;25;29;2.32;9.22;1.78;UReavHpD;A
Elitserien 2009/2010;25/11/2009;Redbergslids;Malmo;26:30;26;30;1.32;11.41;3.88;jLlhnT3J;A
Elitserien 2009/2010;24/11/2009;Lugi;Hammarby;31:28;31;28;1.76;9.06;2.35;dEcitwG0;H
Elitserien 2009/2010;23/11/2009;Skovde;Kristianstad;27:26;27;26;1.28;11.74;4.20;vw3nsJ0f;H
Elitserien 2009/2010;22/11/2009;Hammarby;Lindesberg;31:26;31;26;1.60;9.76;2.69;t4z5mLNQ;H
Elitserien 2008/2009;05/11/2008;Savehof;Ystads IF;32:21;32;21;1.29;12.14;4.00;4AtNVhG7;H
Elitserien 2008/2009;05/11/2008;Alingsas;Hammarby;34:30;34;30;1.96;8.58;2.07;0jT3pyHr;H
Elitserien 2008/2009;05/11/2008;Guif;Lund;28:27;28;27;1.89;8.94;2.15;IgvBYfWl;H
Elitserien 2008/2009;05/11/2008;Lindesberg;Tumba;36:20;36;20;1.18;13.79;5.41;j7xJWY01;H
Elitserien 2008/2009;04/11/2008;Lugi;Drott;28:26;28;26;1.21;12.85;4.94;YqZU7sbk;H
Elitserien 2008/2009;04/11/2008;Skovde;Redbergslids;34:20;34;20;1.68;10.13;2.54;G8OZ61De;H
Elitserien 2008/2009;25/10/2008;Ystads IF;Lugi;28:21;28;21;1.71;9.82;2.36;WUHSbZ7B;H
Elitserien 2008/2009;25/10/2008;Lund;Savehof;19:31;19;31;1.90;9.46;2.14;CMKylDwA;A
Elitserien 2008/2009;25/10/2008;Drott;Alingsas;24:24;24;24;2.00;8.87;2.02;l6SNaFh5;D
Elitserien 2004/2005;03/11/2004;Tumba;Savehof;28:28;28;28;3.87;9.92;1.31;WfeWQzN2;D
Elitserien 2004/2005;01/11/2004;Hammarby;IFK Ystads;35:26;35;26;1.78;8.43;2.26;MPDu4DFk;H
Elitserien 2004/2005;01/11/2004;Lund;Heid;27:22;27;22;1.24;10.43;4.50;rZEy5g0q;H
Elitserien 2004/2005;01/11/2004;Redbergslids;Guif;23:23;23;23;1.49;9.45;2.89;UkHm2ip2;D
Elitserien 2004/2005;01/11/2004;Skovde;Lugi;34:24;34;24;1.19;10.49;5.27;jaIq3XUe;H
Elitserien 2004/2005;29/10/2004;Kroppskultur;Drott;28:25;28;25;2.54;9.52;1.61;xhx99ZiS;H
Elitserien 2004/2005;27/10/2004;Djurgardens;Skovde;20:40;20;40;5.70;9.99;1.14;URY0BeNF;A
Elitserien 2004/2005;27/10/2004;Savehof;Kroppskultur;33:29;33;29;1.10;9.99;7.25;OlY4AFxM;H
Elitserien 2004/2005;25/10/2004;Guif;Lund;28:20;28;20;1.31;10.59;3.80;jyzcCy89;H
Handbollsligan 2017/2018;16/11/2017;Ricoh;Karlskrona;25:22;25;22;1.44;9.42;3.51;Acniss8J;H
Handbollsligan 2017/2018;15/11/2017;Lugi;Aranas;32:28;32;28;1.19;12.38;6.10;KWyRzuom;H
Handbollsligan 2017/2018;14/11/2017;Alingsas;Kristianstad;25:28;25;28;2.61;8.11;1.72;dI44JwGC;A
Handbollsligan 2017/2018;13/11/2017;Lugi;Hammarby;28:28;28;28;1.27;10.79;4.98;SxDmNLGm;D
Handbollsligan 2017/2018;13/11/2017;Malmo;Guif;27:24;27;24;1.26;10.79;5.02;8h88IcVI;H
Handbollsligan 2017/2018;12/11/2017;Aranas;Ricoh;21:26;21;26;1.74;8.31;2.56;2e50KJ06;A
Handbollsligan 2017/2018;12/11/2017;Karlskrona;Redbergslids;29:34;29;34;4.90;11.03;1.26;YFDqO11s;A
Elitserien 2015/2016;29/11/2015;Kristianstad;Savehof;33:27;33;27;1.21;12.03;5.50;vPd7ipMG;H
Elitserien 2015/2016;27/11/2015;Aranas;Ricoh;21:24;21;24;1.93;8.46;2.19;YPEuZy6k;A
Elitserien 2015/2016;26/11/2015;Redbergslids;Karlskrona;30:17;30;17;1.26;11.46;4.74;6Bbag6i4;H
Elitserien 2015/2016;25/11/2015;Alingsas;Lugi;24:23;24;23;1.30;10.56;4.37;Aq5jeSMi;H
Elitserien 2015/2016;24/11/2015;Drott;Ystads IF;23:23;23;23;13.64;18.09;1.05;z5ZhPzd7;D
Elitserien 2015/2016;22/11/2015;Drott;Guif;20:31;20;31;5.56;11.67;1.21;0Yc3hQ6A;A
Elitserien 2015/2016;22/11/2015;Karlskrona;Kristianstad;26:29;26;29;11.84;16.41;1.06;Wh6nd87o;A
Elitserien 2015/2016;22/11/2015;Skovde;Malmo;20:28;20;28;3.26;9.43;1.47;YqamRm8B;A
Elitserien 2015/2016;19/11/2015;Ricoh;Malmo;24:27;24;27;3.27;9.52;1.47;GSGwx5MT;A
Elitserien 2013/2014;01/12/2013;Lund;Skovde;24:25;24;25;2.26;8.75;1.85;WtxQKVkH;A
Elitserien 2013/2014;30/11/2013;Onnereds;Malmo;26:28;26;28;3.75;10.54;1.36;lInLLBzB;A
Elitserien 2013/2014;27/11/2013;Guif;Savehof;30:27;30;27;1.62;9.05;2.73;OAk9ODjh;H
Elitserien 2013/2014;27/11/2013;Kristianstad;Rimbo;40:30;40;30;1.01;21.77;19.70;tn04Pgyn;H
Elitserien 2013/2014;27/11/2013;Redbergslids;Ystads IF;30:27;30;27;1.75;8.90;2.43;21lDNX5b;H
Elitserien 2013/2014;26/11/2013;Onnereds;Lugi;23:28;23;28;7.45;13.50;1.13;Y7HNCGit;A
Elitserien 2013/2014;23/11/2013;Malmo;Skovde;36:33;36;33;1.70;8.76;2.53;Srd0QZLu;H
Elitserien 2013/2014;22/11/2013;Alingsas;Lund;36:28;36;28;1.17;12.92;6.28;jNKf5jjU;H
Elitserien 2013/2014;21/11/2013;Ystads IF;Hammarby;23:25;23;25;1.45;10.01;3.22;feRo7CLH;A
Elitserien 2011/2012;23/11/2011;Redbergslids;Guif;31:25;31;25;3.55;11.67;1.36;jZaU0jF9;H
Elitserien 2011/2012;23/11/2011;Tumba;Alingsas;21:32;21;32;3.01;10.19;1.49;bRsN2Cpc;A
Elitserien 2011/2012;21/11/2011;Skovde;Redbergslids;36:32;36;32;1.41;10.53;3.38;h4uWwT7d;H
Elitserien 2011/2012;21/11/2011;Kristianstad;Lund;35:24;35;24;1.31;11.62;4.03;vuvDVvAI;H
Elitserien 2011/2012;20/11/2011;Drott;Malmo;27:25;27;25;1.50;10.00;3.00;UPbYaAUF;H
Elitserien 2011/2012;17/11/2011;Alingsas;Lugi;24:22;24;22;1.48;10.29;3.07;QkPkbcgB;H
Elitserien 2011/2012;16/11/2011;Guif;Tumba;27:23;27;23;1.04;16.37;12.72;8Udwawv5;H
Elitserien 2011/2012;16/11/2011;Hammarby;Malmo;27:28;27;28;3.14;10.28;1.46;pvxOukwp;A
Elitserien 2011/2012;16/11/2011;Kristianstad;Drott;30:29;30;29;1.93;8.70;2.14;EDtSv9hj;H
Elitserien 2010/2011;01/12/2010;Ystads IF;Drott;25:25;25;25;;;;CCnWhMfj;D
Elitserien 2010/2011;29/11/2010;Lund;Kristianstad;30:24;30;24;;;;IkmSg2up;H
Elitserien 2010/2011;29/11/2010;Malmo;Aranas;34:30;34;30;;;;dns1brXS;H
Elitserien 2010/2011;28/11/2010;Hammarby;Redbergslids;32:30;32;30;;;;ENidaOHM;H
Elitserien 2010/2011;25/11/2010;Skovde;Aranas;29:24;29;24;;;;WEUq042G;H
Elitserien 2010/2011;24/11/2010;Drott;Malmo;22:23;22;23;;;;SMXS3n3i;A
Elitserien 2010/2011;24/11/2010;Guif;Hammarby;38:21;38;21;;;;tQyX26Ic;H
Elitserien 2010/2011;24/11/2010;Lindesberg;Alingsas;23:23;23;23;;;;2uQu1pmA;D
Elitserien 2010/2011;24/11/2010;Redbergslids;Savehof;27:33;27;33;;;;OlRy2QX3;A
Elitserien 2010/2011;23/11/2010;Kristianstad;Ystads IF;26:28;26;28;;;;A1Lxu3Qj;A
Elitserien 2010/2011;22/11/2010;Lugi;Lund;25:22;25;22;;;;WAMYuqBp;H
Elitserien 2009/2010;20/11/2009;Lund;Lugi;27:29;27;29;2.25;8.79;1.83;CbBHZ1gR;A
Elitserien 2009/2010;19/11/2009;Malmo;Drott;23:24;23;24;1.54;9.72;2.86;dUuzraol;A
Elitserien 2009/2010;18/11/2009;Guif;Alingsas;26:29;26;29;2.11;8.48;1.94;voD9yOOE;A
Elitserien 2009/2010;18/11/2009;Savehof;Helsingborg;28:21;28;21;1.03;17.69;13.88;Y7CDzrvL;H
Elitserien 2009/2010;16/11/2009;Drott;Helsingborg;22:23;22;23;1.12;13.46;7.01;tU7AE0H1;A
Elitserien 2009/2010;16/11/2009;Lindesberg;Lund;25:22;25;22;1.36;11.09;3.56;Qs95x498;H
Elitserien 2008/2009;25/10/2008;Hammarby;Lindesberg;32:28;32;28;1.25;12.16;4.35;pYLWcgNH;H
Elitserien 2008/2009;24/10/2008;Redbergslids;IFK Ystads;40:29;40;29;1.15;13.70;5.84;t4o8dAjF;H
Elitserien 2008/2009;24/10/2008;Tumba;Guif;26:27;26;27;4.81;12.56;1.22;IT8yurLs;A
Elitserien 2008/2009;23/10/2008;Lund;Skovde;24:23;24;23;1.42;11.35;3.17;rZQ9Znq2;H
Elitserien 2008/2009;23/10/2008;Trelleborg;Savehof;25:35;25;35;7.20;14.27;1.11;ldT0bWL2;A
Elitserien 2008/2009;22/10/2008;Alingsas;Ystads IF;31:30;31;30;1.78;9.50;2.27;INTyykaq;H
Elitserien 2008/2009;22/10/2008;Hammarby;Lugi;34:25;34;25;2.10;9.04;1.91;4rS5zTTe;H
Elitserien 2008/2009;21/10/2008;Lindesberg;Guif;30:21;30;21;1.69;10.00;2.37;Iy1OQXiG;H
Elitserien 2008/2009;20/10/2008;IFK Ystads;Lund;24:23;24;23;4.63;12.23;1.24;Ox8FSgN3;H
Elitserien 2008/2009;20/10/2008;Skovde;Tumba;31:21;31;21;1.15;13.32;5.96;zDBJRDxA;H
Elitserien 2004/2005;24/10/2004;Drott;Redbergslids;28:26;28;26;1.64;9.05;2.48;APIaDHh3;H
Elitserien 2004/2005;24/10/2004;Heid;Hammarby;21:30;21;30;4.54;10.58;1.23;IVVDkE0d;A
Elitserien 2004/2005;24/10/2004;IFK Ystads;Vasteras Irsta HF;33:21;33;21;1.08;10.49;7.89;WYJeEcwc;H
Elitserien 2004/2005;22/10/2004;Lugi;Tumba;29:21;29;21;1.37;10.25;3.37;4SR9jfoj;H
Elitserien 2004/2005;20/10/2004;Lund;Drott;21:18;21;18;3.22;9.26;1.42;jLoZdd8M;H
Elitserien 2004/2005;20/10/2004;Redbergslids;Savehof;22:30;22;30;2.15;8.27;1.88;KfjwdGNS;A
Elitserien 2004/2005;20/10/2004;Vasteras Irsta HF;Skovde;21:41;21;41;3.91;10.89;1.28;M3x5izWq;A
Elitserien 2004/2005;17/10/2004;Hammarby;Guif;31:25;31;25;1.78;8.40;2.26;CUnVcxgG;H
Elitserien 2004/2005;17/10/2004;IFK Ystads;Heid;35:28;35;28;1.09;11.83;7.97;U5cQbIwA;H
Handbollsligan 2017/2018;11/11/2017;Skovde;Savehof;22:33;22;33;3.15;8.88;1.52;6TBiMuWg;A
Handbollsligan 2017/2018;10/11/2017;Ystads IF;Helsingborg;36:24;36;24;1.11;15.16;8.50;O46dLao0;H
Handbollsligan 2017/2018;09/11/2017;Kristianstad;Malmo;30:29;30;29;1.33;9.95;4.37;C2KGKSfk;H
Handbollsligan 2017/2018;08/11/2017;Ricoh;Skovde;31:25;31;25;2.00;7.95;2.15;YH8PI6P1;H
Handbollsligan 2017/2018;08/11/2017;Savehof;Hammarby;28:28;28;28;1.14;14.06;7.31;MwoGuUWE;D
Handbollsligan 2017/2018;06/11/2017;Helsingborg;Aranas;27:25;27;25;1.98;8.11;2.18;baGCL8uq;H
Elitserien 2015/2016;18/11/2015;Guif;Hammarby;22:22;22;22;1.41;10.09;3.53;Y3RYxo7N;D
Elitserien 2015/2016;18/11/2015;Lugi;Redbergslids;19:24;19;24;1.31;10.85;4.25;nmPMumN4;A
Elitserien 2015/2016;18/11/2015;Savehof;Drott;34:25;34;25;1.01;22.03;20.10;QwOQv7xB;H
Elitserien 2015/2016;18/11/2015;Skovde;Alingsas;23:24;23;24;7.31;12.85;1.15;K0NUwRiH;A
Elitserien 2015/2016;18/11/2015;Ystads IF;Aranas;32:27;32;27;1.01;24.35;23.29;Iy35XOUp;H
Elitserien 2015/2016;15/11/2015;Malmo;Ystads IF;23:24;23;24;2.12;8.70;1.99;h8fefnxb;A
Elitserien 2015/2016;15/11/2015;Alingsas;Ricoh;31:19;31;19;1.04;17.25;14.34;jLVDs9hh;H
