Season;Date;HomeTeam;AwayTeam;Score;FTHG;FTAG;Odds_1;Odds_x;Odds_2;Explore_id;FTR
Elitserien 2013/2014;20/02/2014;Onnereds;Alingsas;19:24;19;24;6.76;13.10;1.15;0lj9Vt5S;A
Elitserien 2013/2014;20/02/2014;Redbergslids;Skovde;24:25;24;25;1.36;10.24;3.80;G0lcYrL9;A
Elitserien 2013/2014;17/02/2014;Malmo;Redbergslids;32:25;32;25;1.72;8.73;2.48;6V66BLDd;H
Elitserien 2013/2014;17/02/2014;Skovde;Hammarby;25:24;25;24;1.73;8.64;2.46;hS22C1bj;H
Elitserien 2011/2012;12/02/2012;Malmo;Ystads IF;27:24;27;24;1.97;8.54;2.09;A93eoZRe;H
Elitserien 2011/2012;09/02/2012;Drott;Aranas;33:29;33;29;1.41;10.41;3.34;8Q8f8dZ8;H
Elitserien 2011/2012;09/02/2012;Lund;Tumba;34:30;34;30;1.59;9.76;2.69;UZ9j9xK2;H
Elitserien 2011/2012;08/02/2012;Alingsas;Skovde;33:25;33;25;1.53;9.67;2.90;Gn4inFCk;H
Elitserien 2011/2012;08/02/2012;Hammarby;Guif;25:33;25;33;4.16;10.79;1.30;21Nc7GlF;A
Elitserien 2011/2012;08/02/2012;Kristianstad;Lugi;26:30;26;30;1.49;9.67;3.06;OC7apgs2;A
Elitserien 2011/2012;08/02/2012;Savehof;Redbergslids;27:16;27;16;1.20;12.40;5.41;xd5mmecq;H
Elitserien 2011/2012;06/02/2012;Redbergslids;Lund;32:20;32;20;1.26;11.94;4.48;d2NKiykS;H
Elitserien 2011/2012;06/02/2012;Skovde;Savehof;31:24;31;24;2.96;9.97;1.50;Eg08hHZL;H
Elitserien 2011/2012;05/02/2012;Aranas;Hammarby;23:20;23;20;1.36;10.67;3.67;8dc0fw59;H
Elitserien 2010/2011;18/02/2011;Alingsas;Guif;25:25;25;25;;;;hSgm2ujf;D
Elitserien 2010/2011;17/02/2011;Lund;Lugi;31:25;31;25;;;;4jL3ZM61;H
Elitserien 2010/2011;16/02/2011;Aranas;Malmo;27:30;27;30;;;;8zIGt5ER;A
Elitserien 2010/2011;16/02/2011;Drott;Ystads IF;23:24;23;24;;;;QBSBsoaL;A
Elitserien 2010/2011;16/02/2011;Lindesberg;Savehof;22:30;22;30;;;;MRVbz3ie;A
Elitserien 2010/2011;16/02/2011;Redbergslids;Hammarby;34:25;34;25;;;;ryXfyqxk;H
Elitserien 2009/2010;17/02/2010;Redbergslids;Lund;29:26;29;26;1.66;9.35;2.56;4WvfHKtI;H
Elitserien 2009/2010;16/02/2010;Guif;Lugi;35:28;35;28;1.43;10.20;3.30;jTzjI0RB;H
Elitserien 2009/2010;16/02/2010;Savehof;Kristianstad;32:20;32;20;1.12;13.84;6.84;febYLrSn;H
Elitserien 2009/2010;13/02/2010;Ystads IF;Lund;25:23;25;23;1.54;9.91;2.85;lWnJnuth;H
Elitserien 2009/2010;13/02/2010;Hammarby;Redbergslids;32:28;32;28;1.36;10.86;3.66;EcEZJMda;H
Elitserien 2009/2010;13/02/2010;Malmo;Lugi;27:20;27;20;2.63;9.64;1.61;2FzJ2cVd;H
Elitserien 2009/2010;11/02/2010;Lund;Lindesberg;25:20;25;20;1.64;9.21;2.62;YocxL2sg;H
Elitserien 2009/2010;10/02/2010;Helsingborg;Drott;20:33;20;33;1.85;8.99;2.24;OC72R44P;A
Elitserien 2009/2010;10/02/2010;Skovde;Alingsas;29:22;29;22;2.24;8.73;1.84;0YbUMOCt;H
Elitserien 2008/2009;04/02/2009;Lund;Guif;25:27;25;27;1.87;9.36;2.13;nsrT0eeP;A
Elitserien 2008/2009;04/02/2009;Tumba;Lindesberg;28:33;28;33;3.62;11.41;1.34;dGX2fgYh;A
Elitserien 2008/2009;03/02/2009;Redbergslids;Skovde;28:24;28;24;2.64;10.02;1.59;40on8pjK;H
Elitserien 2008/2009;29/12/2008;IFK Ystads;Ystads IF;25:38;25;38;6.03;13.26;1.15;MLsMEecf;A
Elitserien 2008/2009;29/12/2008;Tumba;Lund;23:26;23;26;3.45;11.49;1.37;UooUCZR6;A
Elitserien 2008/2009;28/12/2008;Guif;Redbergslids;39:33;39;33;1.51;10.20;2.88;W8KxPfQj;H
Elitserien 2008/2009;28/12/2008;Lugi;Hammarby;27:24;27;24;2.07;9.34;1.95;lUWSmv3i;H
Elitserien 2008/2009;26/12/2008;Lindesberg;Alingsas;31:29;31;29;2.00;9.07;2.01;dv8iCrrp;H
Elitserien 2008/2009;26/12/2008;Savehof;Drott;31:25;31;25;1.04;15.35;12.12;fVLPGOZS;H
Elitserien 2004/2005;16/02/2005;Drott;Kroppskultur;30:22;30;22;1.20;9.99;4.90;f9MQhPNm;H
Elitserien 2004/2005;16/02/2005;Guif;Redbergslids;21:26;21;26;1.34;9.99;3.45;YaLUiqwf;A
Elitserien 2004/2005;16/02/2005;Heid;Lund;21:40;21;40;1.98;9.99;1.95;QgWfbo0Q;A
Elitserien 2004/2005;16/02/2005;IFK Ystads;Hammarby;33:29;33;29;1.40;9.99;3.15;jyGZj3h0;H
Elitserien 2004/2005;16/02/2005;Savehof;Tumba;43:22;43;22;1.07;9.99;8.75;UREwjN76;H
Elitserien 2004/2005;14/02/2005;Djurgardens;Lugi;26:27;26;27;2.32;9.99;1.71;xYk0x4w7;A
Elitserien 2004/2005;14/02/2005;Lund;IFK Ystads;28:33;28;33;3.25;9.99;1.40;GOl4yOhD;A
Elitserien 2004/2005;14/02/2005;Redbergslids;Heid;31:30;31;30;1.25;9.99;4.38;4vrn07VD;H
Elitserien 2004/2005;13/02/2005;Kroppskultur;Guif;24:31;24;31;;;;t6divQ8f;A
Elitserien 2004/2005;13/02/2005;Tumba;Drott;25:29;25;29;2.35;9.99;1.65;f90ewpO0;A
Handbollsligan 2017/2018;30/01/2018;Hammarby;Alingsas;23:19;23;19;3.93;9.71;1.37;OKrWFbAD;H
Handbollsligan 2017/2018;30/01/2018;Helsingborg;Lugi;23:24;23;24;6.81;13.00;1.16;QPMEvrmE;A
Handbollsligan 2017/2018;30/01/2018;Ystads IF;Kristianstad;29:29;29;29;3.08;9.05;1.53;4GLIw22K;D
Handbollsligan 2017/2018;29/01/2018;Karlskrona;Skovde;27:30;27;30;2.66;8.40;1.69;GfuOHKu1;A
Handbollsligan 2017/2018;29/12/2017;Guif;Helsingborg;33:26;33;26;1.06;17.93;12.09;Od0qP2mR;H
Handbollsligan 2017/2018;29/12/2017;Kristianstad;Aranas;24:15;24;15;1.01;25.96;21.28;Uc7zROIE;H
Handbollsligan 2017/2018;29/12/2017;Ricoh;Redbergslids;22:25;22;25;3.30;8.52;1.50;j78WR438;A
Handbollsligan 2017/2018;29/12/2017;Skovde;Hammarby;34:33;34;33;1.92;8.28;2.22;KSoFJtBl;H
Handbollsligan 2017/2018;28/12/2017;Alingsas;Karlskrona;35:25;35;25;1.03;20.67;15.58;CMduQrYK;H
Handbollsligan 2017/2018;28/12/2017;Lugi;Savehof;25:24;25;24;1.79;8.18;2.45;x4tKI0Qf;H
Elitserien 2015/2016;10/02/2016;Skovde;Karlskrona;21:20;21;20;1.66;8.80;2.70;Y3kmSrBe;H
Elitserien 2015/2016;09/02/2016;Redbergslids;Savehof;30:23;30;23;1.86;8.83;2.29;GSfrTOek;H
Elitserien 2015/2016;08/02/2016;Kristianstad;Drott;32:26;32;26;1.00;25.24;25.97;xEHexTY2;H
Elitserien 2015/2016;08/02/2016;Lugi;Ystads IF;30:28;30;28;1.78;8.74;2.40;xxdvU4tq;H
Elitserien 2015/2016;07/02/2016;Alingsas;Malmo;20:24;20;24;1.30;11.38;4.35;Kd9CYpYR;A
Elitserien 2015/2016;07/02/2016;Aranas;Hammarby;23:26;23;26;3.08;9.11;1.52;6g58ZQIL;A
Elitserien 2015/2016;07/02/2016;Karlskrona;Guif;19:21;19;21;3.25;9.86;1.48;pvHayml9;A
Elitserien 2015/2016;07/02/2016;Ricoh;Skovde;22:15;22;15;1.48;9.36;3.30;OUF3z73F;H
Elitserien 2015/2016;04/02/2016;Drott;Redbergslids;24:28;24;28;4.65;11.09;1.28;fkhBUGFd;A
Elitserien 2013/2014;16/02/2014;Alingsas;Kristianstad;27:26;27;26;2.08;8.34;2.02;zTDOJq6G;H
Elitserien 2013/2014;15/02/2014;Rimbo;Onnereds;29:33;29;33;1.60;9.35;2.75;A3DcDsqp;A
Elitserien 2013/2014;14/02/2014;Ystads IF;Guif;21:27;21;27;2.65;9.36;1.63;8fRVHNzT;A
Elitserien 2013/2014;13/02/2014;Lund;Drott;33:32;33;32;2.62;9.07;1.65;EJCSI3LM;H
Elitserien 2013/2014;12/02/2014;Savehof;Lugi;29:25;29;25;1.83;8.56;2.30;KYflz5jc;H
Elitserien 2013/2014;10/02/2014;Redbergslids;Lund;30:22;30;22;1.12;13.85;7.87;h4OJKPjA;H
Elitserien 2013/2014;09/02/2014;Guif;Alingsas;27:26;27;26;1.58;9.61;2.82;UVxPbrUj;H
Elitserien 2013/2014;09/02/2014;Hammarby;Malmo;26:27;26;27;1.64;8.99;2.71;juvLaOEp;A
Elitserien 2013/2014;09/02/2014;Onnereds;Ystads IF;25:30;25;30;3.70;9.91;1.39;pvLBMoMc;A
Elitserien 2011/2012;05/02/2012;Guif;Alingsas;23:29;23;29;1.35;10.87;3.72;f9i1XFcd;A
Elitserien 2011/2012;05/02/2012;Lugi;Malmo;21:24;21;24;1.60;9.53;2.69;KW04gcKF;A
Elitserien 2011/2012;05/02/2012;Tumba;Kristianstad;26:27;26;27;3.85;11.08;1.33;ns9idazc;A
Elitserien 2011/2012;05/02/2012;Ystads IF;Drott;28:26;28;26;1.49;10.14;3.02;QX7eeJk3;H
Elitserien 2011/2012;02/02/2012;Drott;Lugi;22:24;22;24;1.68;9.64;2.48;GIhcYerj;A
Elitserien 2011/2012;01/02/2012;Aranas;Ystads IF;23:29;23;29;2.58;9.97;1.63;00Z8s0L3;A
Elitserien 2011/2012;01/02/2012;Hammarby;Alingsas;22:24;22;24;3.39;10.70;1.41;dYBQwIKS;A
Elitserien 2011/2012;01/02/2012;Kristianstad;Redbergslids;28:22;28;22;1.39;10.96;3.44;viYCtKzA;H
Elitserien 2011/2012;01/02/2012;Lund;Skovde;27:28;27;28;2.82;10.07;1.55;K2kAuvjG;A
Elitserien 2010/2011;16/02/2011;Skovde;Guif;39:30;39;30;;;;E1SjxPMr;H
Elitserien 2010/2011;15/02/2011;Kristianstad;Lund;26:24;26;24;;;;C8O7rRqF;H
Elitserien 2010/2011;14/02/2011;Malmo;Skovde;26:34;26;34;;;;IoP3q7U8;A
Elitserien 2010/2011;13/02/2011;Alingsas;Kristianstad;28:21;28;21;;;;veQapmF2;H
Elitserien 2010/2011;13/02/2011;Hammarby;Lindesberg;36:32;36;32;;;;WWTPNqNe;H
Elitserien 2010/2011;13/02/2011;Savehof;Lugi;23:27;23;27;;;;ANSTM3x2;A
Elitserien 2010/2011;13/02/2011;Ystads IF;Aranas;22:26;22;26;;;;O6QHP5hq;A
Elitserien 2010/2011;12/02/2011;Guif;Redbergslids;36:21;36;21;;;;xAULOP7k;H
Elitserien 2010/2011;12/02/2011;Lund;Drott;21:26;21;26;;;;IPmkUopS;A
Elitserien 2009/2010;10/02/2010;Ystads IF;Malmo;29:30;29;30;1.24;11.60;4.80;d6ynJtC5;A
Elitserien 2009/2010;08/02/2010;Lindesberg;Hammarby;27:28;27;28;1.68;9.10;2.51;va6731CI;A
Elitserien 2009/2010;08/02/2010;Redbergslids;Ystads IF;30:33;30;33;2.15;8.54;1.91;Ik5B2LRO;A
Elitserien 2009/2010;07/02/2010;Alingsas;Guif;20:32;20;32;1.37;10.74;3.53;lADf63Sa;A
Elitserien 2009/2010;07/02/2010;Helsingborg;Savehof;25:32;25;32;3.01;10.05;1.49;AP134scC;A
Elitserien 2009/2010;07/02/2010;Lugi;Lund;28:33;28;33;1.47;10.06;3.09;WY2a5Ns6;A
Elitserien 2009/2010;06/02/2010;Drott;Malmo;29:20;29;20;1.54;10.03;2.85;zsKmA5rs;H
Elitserien 2009/2010;05/02/2010;Kristianstad;Skovde;23:33;23;33;1.61;9.59;2.64;fmxLEozQ;A
Elitserien 2009/2010;04/02/2010;Hammarby;Lugi;26:29;26;29;1.68;9.43;2.49;UsKAfQrf;A
Elitserien 2009/2010;03/02/2010;Guif;Kristianstad;34:20;34;20;1.35;10.98;3.67;29XHh4D6;H
Elitserien 2009/2010;03/02/2010;Lund;Alingsas;26:29;26;29;3.72;10.81;1.35;nZdbe6Tm;A
Elitserien 2008/2009;22/12/2008;Drott;IFK Ystads;31:28;31;28;1.20;13.72;5.24;fg02vDqH;H
Elitserien 2008/2009;22/12/2008;Alingsas;Lugi;23:19;23;19;1.45;11.56;3.03;INwntZE4;H
Elitserien 2008/2009;22/12/2008;Lund;Lindesberg;27:26;27;26;2.02;9.58;1.95;CpwjugUA;H
Elitserien 2008/2009;22/12/2008;Redbergslids;Tumba;33:27;33;27;1.04;17.16;12.59;SlDdN4Tk;H
Elitserien 2008/2009;22/12/2008;Trelleborg;Guif;32:36;32;36;2.76;11.19;1.53;lbEhOpEq;A
Elitserien 2008/2009;21/12/2008;Ystads IF;Skovde;32:29;32;29;1.43;11.58;3.18;4CVwXjDj;H
Elitserien 2008/2009;21/12/2008;Hammarby;Savehof;23:23;23;23;1.81;9.40;2.26;QLWZXWcp;D
Elitserien 2008/2009;18/12/2008;Lindesberg;Lugi;27:24;27;24;1.83;9.17;2.22;jNEmsIct;H
Elitserien 2008/2009;18/12/2008;Tumba;Trelleborg;30:27;30;27;2.65;9.83;1.60;lESLobkP;H
Elitserien 2004/2005;12/02/2005;Vasteras Irsta HF;Hammarby;29:28;29;28;5.88;9.99;1.11;nqcmu6gl;H
Elitserien 2004/2005;11/02/2005;Kroppskultur;IFK Ystads;27:29;27;29;2.03;9.99;1.91;YLYJwgIq;A
Elitserien 2004/2005;10/02/2005;Hammarby;Lund;28:24;28;24;;;;8hbqtnvr;H
Elitserien 2004/2005;09/02/2005;Drott;Skovde;29:27;29;27;;;;U7IMcE9F;H
Elitserien 2004/2005;09/02/2005;Guif;Tumba;32:25;32;25;1.78;9.99;2.20;2ewOxDXk;H
Elitserien 2004/2005;09/02/2005;Heid;Kroppskultur;29:23;29;23;;;;jHJIbff9;H
Elitserien 2004/2005;09/02/2005;IFK Ystads;Redbergslids;33:21;33;21;1.33;9.99;3.58;tnxSyXnd;H
Elitserien 2004/2005;09/02/2005;Lugi;Vasteras Irsta HF;37:21;37;21;;;;dfKEazu3;H
Handbollsligan 2017/2018;28/12/2017;Malmo;Ystads IF;30:26;30;26;1.53;8.82;3.12;txmBKMer;H
Handbollsligan 2017/2018;26/12/2017;Aranas;Skovde;27:27;27;27;2.03;8.40;2.12;O0Gp41B1;D
Handbollsligan 2017/2018;26/12/2017;Guif;Ricoh;29:25;29;25;1.35;10.23;4.05;txRu5sde;H
Handbollsligan 2017/2018;26/12/2017;Hammarby;Karlskrona;30:27;30;27;1.21;12.02;5.64;YBNX63Rr;H
Handbollsligan 2017/2018;26/12/2017;Helsingborg;Malmo;19:31;19;31;6.94;13.58;1.16;jiK8CP3L;A
Handbollsligan 2017/2018;26/12/2017;Redbergslids;Lugi;30:30;30;30;1.55;8.70;3.06;W2y6BqJR;D
Elitserien 2015/2016;04/02/2016;Skovde;Lugi;21:26;21;26;3.81;10.19;1.37;bNIiw9Jd;A
Elitserien 2015/2016;03/02/2016;Guif;Ricoh;29:25;29;25;1.21;12.02;5.61;nPl3Wxop;H
Elitserien 2015/2016;03/02/2016;Savehof;Karlskrona;31:24;31;24;1.16;13.13;6.72;tnl7Vd0j;H
Elitserien 2015/2016;03/02/2016;Ystads IF;Kristianstad;27:31;27;31;3.86;10.22;1.36;pG2yyJxT;A
Elitserien 2015/2016;02/02/2016;Malmo;Aranas;33:11;33;11;1.14;13.78;7.23;Sv8WyaNM;H
Elitserien 2015/2016;01/02/2016;Hammarby;Alingsas;29:30;29;30;2.62;8.99;1.68;ll9Sxu8G;A
Elitserien 2015/2016;30/12/2015;Karlskrona;Drott;33:28;33;28;1.50;9.69;3.16;ri6Kv1w4;H
Elitserien 2015/2016;30/12/2015;Kristianstad;Hammarby;33:23;33;23;1.04;17.66;14.21;0SGFusOc;H
Elitserien 2015/2016;30/12/2015;Ricoh;Ystads IF;23:22;23;22;3.65;10.02;1.40;fR9OwLhA;H
Elitserien 2015/2016;29/12/2015;Aranas;Alingsas;20:23;20;23;7.49;14.12;1.13;fVPPIJGp;A
Elitserien 2013/2014;06/02/2014;Alingsas;Lugi;26:27;26;27;1.72;8.71;2.51;4pNrJCF5;A
Elitserien 2013/2014;05/02/2014;Lund;Hammarby;26:29;26;29;2.13;8.40;1.97;QgOvKh0a;A
Elitserien 2013/2014;05/02/2014;Malmo;Guif;29:29;29;29;2.02;8.34;2.08;dKJzLYpg;D
Elitserien 2013/2014;05/02/2014;Redbergslids;Drott;38:30;38;30;1.68;8.65;2.60;n9CmIWUB;H
Elitserien 2013/2014;05/02/2014;Rimbo;Savehof;28:34;28;34;7.80;13.75;1.12;IPpq1gCA;A
Elitserien 2013/2014;05/02/2014;Skovde;Onnereds;30:24;30;24;1.11;14.40;8.02;ITKWLEVn;H
Elitserien 2013/2014;05/02/2014;Ystads IF;Kristianstad;21:26;21;26;3.20;9.65;1.47;z5VRMfGt;A
Elitserien 2013/2014;03/02/2014;Savehof;Alingsas;27:30;27;30;1.60;9.19;2.76;bqv0Rz8P;A
Elitserien 2013/2014;02/02/2014;Guif;Rimbo;40:22;40;22;1.01;21.18;20.11;QwzH4D0C;H
Elitserien 2011/2012;01/02/2012;Malmo;Tumba;35:23;35;23;1.17;13.35;5.74;2BCMvb5M;H
Elitserien 2011/2012;01/02/2012;Savehof;Guif;34:20;34;20;1.49;10.18;3.04;Yg3hZyTq;H
Elitserien 2011/2012;30/12/2011;Alingsas;Savehof;21:29;21;29;2.15;8.49;1.92;nDT9KxEj;A
Elitserien 2011/2012;30/12/2011;Redbergslids;Malmo;21:28;21;28;1.56;9.83;2.75;GUxvQbjT;A
Elitserien 2011/2012;30/12/2011;Tumba;Drott;31:33;31;33;3.00;9.88;1.50;hzW0qMji;A
Elitserien 2011/2012;30/12/2011;Ystads IF;Hammarby;37:18;37;18;1.11;13.87;7.53;6wz5rt6c;H
Elitserien 2011/2012;29/12/2011;Guif;Lund;45:32;45;32;1.11;14.75;7.30;fFlVRKLG;H
Elitserien 2011/2012;29/12/2011;Lugi;Aranas;37:18;37;18;1.29;11.62;4.18;8MU5LIbp;H
Elitserien 2011/2012;29/12/2011;Skovde;Kristianstad;29:30;29;30;1.58;9.68;2.71;xvvzRvyN;A
Elitserien 2010/2011;10/02/2011;Drott;Skovde;26:28;26;28;;;;AJWz3Lzl;A
Elitserien 2010/2011;10/02/2011;Savehof;Hammarby;29:17;29;17;;;;6sMYV7FF;H
Elitserien 2010/2011;10/02/2011;Lugi;Alingsas;17:20;17;20;;;;zHQxVRUL;A
Elitserien 2010/2011;08/02/2011;Skovde;Redbergslids;21:26;21;26;;;;SjNUWm09;A
Elitserien 2010/2011;07/02/2011;Drott;Alingsas;18:26;18;26;;;;pSXPXTp3;A
Elitserien 2010/2011;07/02/2011;Lindesberg;Guif;24:27;24;27;;;;UL2W9Qhd;A
Elitserien 2010/2011;07/02/2011;Lugi;Hammarby;25:24;25;24;;;;nsFMY9Vd;H
Elitserien 2010/2011;07/02/2011;Malmo;Ystads IF;23:25;23;25;;;;jV3SA6wj;A
Elitserien 2010/2011;06/02/2011;Aranas;Lund;33:27;33;27;;;;dUofTEgH;H
Elitserien 2009/2010;03/02/2010;Malmo;Redbergslids;28:28;28;28;1.82;9.16;2.24;OIYDgpb0;D
Elitserien 2009/2010;03/02/2010;Savehof;Drott;37:26;37;26;1.30;11.14;4.12;byRQjrrJ;H
Elitserien 2009/2010;03/02/2010;Skovde;Helsingborg;36:25;36;25;1.73;9.39;2.39;pYMMiOSC;H
Elitserien 2009/2010;03/02/2010;Ystads IF;Lindesberg;36:25;36;25;1.30;11.27;4.11;GdwHFRKJ;H
Elitserien 2009/2010;29/12/2009;Alingsas;Kristianstad;29:24;29;24;1.22;12.25;5.13;4A7gdnEs;H
Elitserien 2009/2010;27/12/2009;Alingsas;Hammarby;24:23;24;23;1.34;11.07;3.76;0fzNiXMe;H
Elitserien 2008/2009;17/12/2008;Guif;Ystads IF;26:35;26;35;1.65;9.64;2.51;fDCar1P8;A
Elitserien 2008/2009;17/12/2008;IFK Ystads;Hammarby;30:39;30;39;5.49;13.30;1.19;lC58tufL;A
Elitserien 2008/2009;17/12/2008;Lund;Redbergslids;23:29;23;29;1.59;10.33;2.63;xx24sLvF;A
Elitserien 2008/2009;17/12/2008;Savehof;Alingsas;26:26;26;26;1.18;13.09;5.32;rZ4Cua9R;D
Elitserien 2008/2009;17/12/2008;Skovde;Drott;32:34;32;34;1.14;13.91;6.30;l0FnyJHr;A
Elitserien 2008/2009;15/12/2008;Drott;Guif;25:30;25;30;2.20;9.01;1.84;bHJDqVF7;A
Elitserien 2008/2009;15/12/2008;Redbergslids;Lindesberg;25:25;25;25;1.43;10.98;3.15;UqWP9Eh8;D
Elitserien 2008/2009;14/12/2008;Alingsas;IFK Ystads;32:25;32;25;1.07;15.38;10.63;U7SeiZhL;H
Elitserien 2008/2009;14/12/2008;Ystads IF;Tumba;46:20;46;20;1.05;16.17;11.97;QwIMig8R;H
Elitserien 2004/2005;09/02/2005;Savehof;Djurgardens;32:13;32;13;;;;riGA0GPd;H
Elitserien 2004/2005;29/12/2004;Djurgardens;Drott;30:28;30;28;3.18;9.63;1.43;IktxnHA3;H
Elitserien 2004/2005;29/12/2004;Lugi;Savehof;23:25;23;25;3.19;9.63;1.43;j3vppeuG;A
Elitserien 2004/2005;29/12/2004;Redbergslids;Hammarby;31:24;31;24;1.69;8.77;2.43;llcmqFfM;H
Elitserien 2004/2005;29/12/2004;Tumba;Heid;34:28;34;28;1.18;10.50;5.30;dtutoyQ9;H
Elitserien 2004/2005;29/12/2004;Vasteras Irsta HF;Lund;24:24;24;24;2.80;9.38;1.53;WCnhrZ9S;D
Elitserien 2004/2005;26/12/2004;Drott;Lugi;22:22;22;22;1.31;10.35;3.84;MNnTmwti;D
Elitserien 2004/2005;26/12/2004;Guif;Djurgardens;22:26;22;26;1.13;10.66;6.34;8KboPg3j;A
Elitserien 2004/2005;26/12/2004;Hammarby;Kroppskultur;38:28;38;28;1.29;10.75;3.97;fHfsQZmp;H
Elitserien 2004/2005;26/12/2004;Heid;Skovde;29:39;29;39;10.17;12.39;1.04;AqJAVeQM;A
Handbollsligan 2017/2018;26/12/2017;Savehof;Kristianstad;25:28;25;28;3.65;9.43;1.42;SYMy6Ntk;A
Handbollsligan 2017/2018;26/12/2017;Ystads IF;Alingsas;23:25;23;25;1.75;8.34;2.54;2iFl3LQ7;A
Handbollsligan 2017/2018;21/12/2017;Kristianstad;Savehof;28:23;28;23;1.21;11.75;5.74;EoX0DK65;H
Handbollsligan 2017/2018;21/12/2017;Skovde;Aranas;29:26;29;26;1.42;9.47;3.61;4zIdFRJ2;H
Handbollsligan 2017/2018;20/12/2017;Alingsas;Ystads IF;23:26;23;26;1.51;9.15;3.17;C0L4D5lF;A
Handbollsligan 2017/2018;20/12/2017;Karlskrona;Hammarby;26:28;26;28;3.11;9.11;1.53;OvuAiORe;A
Elitserien 2015/2016;29/12/2015;Lugi;Savehof;22:28;22;28;1.54;9.45;2.99;MyIBtN8i;A
Elitserien 2015/2016;29/12/2015;Redbergslids;Malmo;25:25;25;25;1.58;9.29;2.84;YLOTHwWj;D
Elitserien 2015/2016;29/12/2015;Skovde;Guif;26:25;26;25;3.41;9.78;1.44;llmcNa8T;H
Elitserien 2015/2016;27/12/2015;Drott;Karlskrona;29:21;29;21;2.02;8.73;2.09;zoqgOugN;H
Elitserien 2015/2016;27/12/2015;Hammarby;Kristianstad;28:27;28;27;5.84;12.54;1.19;2XpoQ1OA;H
Elitserien 2015/2016;27/12/2015;Ystads IF;Ricoh;31:26;31;26;1.15;12.79;7.03;tOqkPLwH;H
Elitserien 2015/2016;26/12/2015;Alingsas;Aranas;42:27;42;27;1.01;22.01;20.47;zBElRs94;H
Elitserien 2015/2016;26/12/2015;Guif;Skovde;33:24;33;24;1.22;11.53;5.57;dKFpSNgb;H
Elitserien 2015/2016;26/12/2015;Savehof;Lugi;19:23;19;23;1.62;9.32;2.75;2cGtT3vh;A
Elitserien 2015/2016;22/12/2015;Alingsas;Hammarby;34:22;34;22;1.20;12.02;5.87;nkYg50no;H
Elitserien 2013/2014;02/02/2014;Hammarby;Redbergslids;26:26;26;26;1.63;9.25;2.69;nmyD5go6;D
Elitserien 2013/2014;02/02/2014;Lugi;Ystads IF;30:27;30;27;1.19;12.03;5.91;ptjI2iVO;H
Elitserien 2013/2014;02/02/2014;Onnereds;Lund;27:32;27;32;2.29;8.72;1.84;6kiE3XFI;A
Elitserien 2013/2014;01/02/2014;Drott;Malmo;27:24;27;24;1.71;8.82;2.52;vNX47FGg;H
Elitserien 2013/2014;01/02/2014;Kristianstad;Skovde;30:29;30;29;1.14;12.54;7.12;hQy96ZVa;H
Elitserien 2013/2014;30/01/2014;Skovde;Guif;25:28;25;28;2.36;8.46;1.82;dbr08e1m;A
Elitserien 2013/2014;29/01/2014;Alingsas;Rimbo;32:24;32;24;1.03;18.10;15.54;pKEsjEoJ;H
Elitserien 2013/2014;29/01/2014;Hammarby;Drott;28:29;28;29;1.71;8.62;2.53;QFiUDHwQ;A
Elitserien 2013/2014;29/01/2014;Lund;Kristianstad;26:32;26;32;5.72;12.33;1.19;hCdzhzH6;A
Elitserien 2011/2012;27/12/2011;Drott;Redbergslids;26:27;26;27;1.45;10.55;3.18;fytPVMyb;A
Elitserien 2011/2012;27/12/2011;Lund;Alingsas;29:25;29;25;2.73;9.80;1.57;SlvXT06A;H
Elitserien 2011/2012;27/12/2011;Ystads IF;Lugi;29:29;29;29;1.45;10.48;3.19;YRvTUti4;D
Elitserien 2011/2012;26/12/2011;Aranas;Tumba;31:27;31;27;1.31;11.70;3.96;tlzQ8aUp;H
Elitserien 2011/2012;26/12/2011;Kristianstad;Guif;29:29;29;29;2.33;9.02;1.78;b9nGXr7o;D
Elitserien 2011/2012;26/12/2011;Malmo;Skovde;28:34;28;34;1.56;9.71;2.79;x0oKW2Mi;A
Elitserien 2011/2012;26/12/2011;Savehof;Hammarby;27:25;27;25;1.03;17.25;13.92;4SrbDuMT;H
Elitserien 2011/2012;22/12/2011;Hammarby;Savehof;25:30;25;30;5.50;13.10;1.19;buTyv0n8;A
Elitserien 2011/2012;22/12/2011;Alingsas;Lund;23:28;23;28;1.17;13.50;5.78;zmeoGsxB;A
Elitserien 2010/2011;06/02/2011;Kristianstad;Savehof;31:31;31;31;;;;Yg9NBnOq;D
Elitserien 2010/2011;04/02/2011;Hammarby;Guif;25:29;25;29;;;;UDU6e4TK;A
Elitserien 2010/2011;04/02/2011;Malmo;Drott;22:23;22;23;;;;YoybcQb8;A
Elitserien 2010/2011;04/02/2011;Savehof;Redbergslids;27:34;27;34;;;;27njUfvB;A
Elitserien 2010/2011;02/02/2011;Alingsas;Aranas;30:29;30;29;;;;2NUYVG9b;H
Elitserien 2010/2011;02/02/2011;Guif;Lugi;29:35;29;35;;;;xGXMYIPu;A
Elitserien 2010/2011;02/02/2011;Hammarby;Kristianstad;22:26;22;26;;;;G6WQXxun;A
Elitserien 2010/2011;02/02/2011;Lund;Malmo;26:34;26;34;;;;pnKwVzP4;A
Elitserien 2009/2010;27/12/2009;Drott;Redbergslids;33:27;33;27;1.67;9.10;2.52;bBuMEfU8;H
