,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,Odds_1,Odds_x,Odds_2,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
0,Elitserien 2004/2005,2004-09-22,Tumba,Lund,28,27,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,1.78,8.71,2.27,1.0,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
1,Elitserien 2004/2005,2004-09-22,Savehof,Guif,28,26,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,1.21,10.43,5.12,1.0,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
2,Elitserien 2004/2005,2004-09-22,Lugi,Heid,31,27,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,1.22,10.43,5.12,1.0,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
3,Elitserien 2004/2005,2004-09-22,Kroppskultur,Redbergslids,25,25,D,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,2.91,9.48,1.5,1.0,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
4,Elitserien 2004/2005,2004-09-22,Drott,Vasteras Irsta HF,31,24,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,1.08,11.79,8.66,1.0,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
5,Elitserien 2004/2005,2004-09-22,Skovde,Hammarby,42,36,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,1.2,9.99,5.35,1.0,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
6,Elitserien 2004/2005,2004-09-22,Djurgardens,IFK Ystads,23,29,A,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,2.7,9.32,1.58,1.0,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
7,Elitserien 2004/2005,2004-09-25,Heid,Savehof,24,34,A,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,7.02,11.0,1.12,1.0,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
8,Elitserien 2004/2005,2004-09-26,IFK Ystads,Lugi,32,26,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,1.4,9.84,3.22,1.0,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
9,Elitserien 2004/2005,2004-09-27,Redbergslids,Tumba,27,25,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,1.25,10.34,4.47,1.0,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0
10,Elitserien 2004/2005,2004-09-27,Guif,Drott,29,26,H,26,31,28,24,0.0,1.0,L,M,M,M,M,W,M,M,M,M,1.65,8.45,2.51,2.0,LMMMM,WMMMM,0,2,0,0,0,0,0,0,0,0,-1.0,3.5,-1.0,-2
11,Elitserien 2004/2005,2004-09-27,Vasteras Irsta HF,Kroppskultur,27,20,H,24,25,31,25,0.0,0.5,L,M,M,M,M,D,M,M,M,M,2.37,8.7,1.7,2.0,LMMMM,DMMMM,0,1,0,0,0,0,0,0,0,0,-3.5,0.0,-0.5,-1
12,Elitserien 2004/2005,2004-09-27,Lund,Skovde,21,27,A,27,42,28,36,0.0,1.0,L,M,M,M,M,W,M,M,M,M,2.95,9.15,1.47,2.0,LMMMM,WMMMM,0,2,0,0,0,0,0,0,0,0,-0.5,3.0,-1.0,-2
13,Elitserien 2004/2005,2004-09-29,Djurgardens,Lund,20,22,A,23,27,29,28,0.0,0.0,L,M,M,M,M,L,M,M,M,M,1.83,8.96,2.16,2.0,LMMMM,LMMMM,0,0,0,0,0,0,0,0,0,0,-3.0,-0.5,0.0,0
14,Elitserien 2004/2005,2004-09-29,Drott,Heid,29,23,H,31,27,24,31,1.0,0.0,W,M,M,M,M,L,M,M,M,M,1.08,13.33,8.68,2.0,WMMMM,LMMMM,2,0,0,0,0,0,0,0,0,0,3.5,-2.0,1.0,2
15,Elitserien 2004/2005,2004-09-29,Guif,Vasteras Irsta HF,34,23,H,26,24,28,31,0.0,0.0,L,M,M,M,M,L,M,M,M,M,1.13,10.66,6.58,2.0,LMMMM,LMMMM,0,0,0,0,0,0,0,0,0,0,-1.0,-3.5,0.0,0
16,Elitserien 2004/2005,2004-09-29,Lugi,Hammarby,23,29,A,31,36,27,42,1.0,0.0,W,M,M,M,M,L,M,M,M,M,1.44,9.92,3.13,2.0,WMMMM,LMMMM,2,0,0,0,0,0,0,0,0,0,2.0,-3.0,1.0,2
17,Elitserien 2004/2005,2004-09-29,Savehof,IFK Ystads,32,36,A,28,29,26,23,1.0,1.0,W,M,M,M,M,W,M,M,M,M,1.34,10.25,3.68,2.0,WMMMM,WMMMM,2,2,0,0,0,0,0,0,0,0,1.0,3.0,0.0,0
18,Elitserien 2004/2005,2004-09-29,Skovde,Redbergslids,29,23,H,42,25,36,25,1.0,0.5,W,M,M,M,M,D,M,M,M,M,1.48,9.99,2.9,2.0,WMMMM,DMMMM,2,1,0,0,0,0,0,0,0,0,3.0,0.0,0.5,1
19,Elitserien 2004/2005,2004-09-29,Tumba,Kroppskultur,23,30,A,28,25,27,25,1.0,0.5,W,M,M,M,M,D,M,M,M,M,1.58,9.68,2.64,2.0,WMMMM,DMMMM,2,1,0,0,0,0,0,0,0,0,0.5,0.0,0.5,1
20,Elitserien 2004/2005,2004-10-01,Hammarby,Djurgardens,35,24,H,65,43,65,51,0.6666666666666666,0.0,W,L,M,M,M,L,L,M,M,M,1.44,9.35,3.18,3.0,WLMMM,LLMMM,2,0,0,0,0,0,0,0,0,0,0.0,-2.6666666666666665,0.6666666666666666,2
21,Elitserien 2004/2005,2004-10-03,Kroppskultur,Skovde,34,30,H,45,69,52,57,0.3333333333333333,1.3333333333333333,L,D,M,M,M,W,W,M,M,M,4.09,10.3,1.28,3.0,LDMMM,WWMMM,1,4,0,0,0,0,0,0,0,0,-2.3333333333333335,4.0,-1.0,-3
22,Elitserien 2004/2005,2004-10-03,IFK Ystads,Drott,24,31,A,61,57,49,53,1.3333333333333333,0.6666666666666666,W,W,M,M,M,L,W,M,M,M,1.41,9.78,3.25,3.0,WWMMM,LWMMM,4,2,0,0,0,0,0,0,0,0,4.0,1.3333333333333333,0.6666666666666666,2
23,Elitserien 2004/2005,2004-10-03,Heid,Guif,27,28,A,51,55,65,54,0.0,0.6666666666666666,L,L,M,M,M,W,L,M,M,M,4.66,10.87,1.24,3.0,LLMMM,WLMMM,0,2,0,0,0,0,0,0,0,0,-4.666666666666667,0.3333333333333333,-0.6666666666666666,-2
24,Elitserien 2004/2005,2004-10-04,Lund,Lugi,18,24,A,48,57,55,59,0.0,0.6666666666666666,L,L,M,M,M,L,W,M,M,M,2.11,8.95,1.91,3.0,LLMMM,LWMMM,0,2,0,0,0,0,0,0,0,0,-2.3333333333333335,-0.6666666666666666,-0.6666666666666666,-2
25,Elitserien 2004/2005,2004-10-04,Vasteras Irsta HF,Tumba,31,33,A,51,53,51,54,0.6666666666666666,0.6666666666666666,W,L,M,M,M,L,W,M,M,M,1.97,8.55,2.06,3.0,WLMMM,LWMMM,2,2,0,0,0,0,0,0,0,0,0.0,-0.3333333333333333,0.0,0
26,Elitserien 2004/2005,2004-10-04,Hammarby,Savehof,36,29,H,65,62,65,50,0.6666666666666666,1.3333333333333333,W,L,M,M,M,W,W,M,M,M,2.87,9.42,1.53,3.0,WLMMM,WWMMM,2,4,0,0,0,0,0,0,0,0,0.0,4.0,-0.6666666666666666,-2
27,Elitserien 2004/2005,2004-10-05,Redbergslids,Djurgardens,28,22,H,52,43,50,51,1.0,0.0,W,D,M,M,M,L,L,M,M,M,1.15,10.99,6.24,3.0,WDMMM,LLMMM,3,0,0,0,0,0,0,0,0,0,0.6666666666666666,-2.6666666666666665,1.0,3
28,Elitserien 2004/2005,2004-10-06,Skovde,Tumba,35,27,H,69,53,57,54,1.3333333333333333,0.6666666666666666,W,W,M,M,M,L,W,M,M,M,1.1,11.39,7.37,3.0,WWMMM,LWMMM,4,2,0,0,0,0,0,0,0,0,4.0,-0.3333333333333333,0.6666666666666666,2
29,Elitserien 2004/2005,2004-10-06,Savehof,Lund,34,13,H,62,48,50,55,1.3333333333333333,0.0,W,W,M,M,M,L,L,M,M,M,1.17,10.99,5.39,3.0,WWMMM,LLMMM,4,0,0,0,0,0,0,0,0,0,4.0,-2.3333333333333335,1.3333333333333333,4
30,Elitserien 2004/2005,2004-10-06,Drott,Hammarby,28,24,H,86,100,76,89,1.0,1.0,W,L,W,M,M,W,W,L,M,M,1.46,10.12,3.03,4.0,WLWMM,WWLMM,4,4,0,0,0,0,0,0,0,0,2.5,2.75,0.0,0
31,Elitserien 2004/2005,2004-10-08,Lugi,Redbergslids,27,30,A,80,75,88,79,0.5,0.75,L,L,W,M,M,L,W,D,M,M,2.0,8.36,2.04,4.0,LLWMM,LWDMM,2,3,0,0,0,0,0,0,0,0,-2.0,-1.0,-0.25,-1
32,Elitserien 2004/2005,2004-10-10,Heid,Vasteras Irsta HF,21,33,A,74,74,94,85,0.0,0.5,L,L,L,M,M,L,W,L,M,M,1.6,9.41,2.59,4.0,LLLMM,LWLMM,0,2,0,0,0,0,0,0,0,0,-5.0,-2.75,-0.5,-2
33,Elitserien 2004/2005,2004-10-11,Guif,IFK Ystads,35,30,H,89,97,77,81,1.0,1.5,W,W,L,M,M,W,W,W,M,M,1.65,9.2,2.5,4.0,WWLMM,WWWMM,4,6,0,0,0,0,0,0,0,0,3.0,4.0,-0.5,-2
34,Elitserien 2004/2005,2004-10-13,Djurgardens,Kroppskultur,30,28,H,67,75,86,75,0.0,0.75,L,L,L,M,M,W,L,D,M,M,2.39,8.84,1.7,4.0,LLLMM,WLDMM,0,3,0,0,0,0,0,0,0,0,-4.75,0.0,-0.75,-3
35,Elitserien 2004/2005,2004-10-15,Kroppskultur,Lugi,21,28,A,75,80,75,88,0.75,0.5,W,L,D,M,M,L,L,W,M,M,1.68,9.5,2.43,4.0,WLDMM,LLWMM,3,2,0,0,0,0,0,0,0,0,0.0,-2.0,0.25,1
36,Elitserien 2004/2005,2004-10-17,Tumba,Djurgardens,35,26,H,76,67,84,86,0.5,0.0,L,L,W,M,M,L,L,L,M,M,1.58,9.4,2.64,4.0,LLWMM,LLLMM,2,0,0,0,0,0,0,0,0,0,-2.0,-4.75,0.5,2
37,Elitserien 2004/2005,2004-10-17,IFK Ystads,Heid,35,28,H,97,74,81,94,1.5,0.0,W,W,W,M,M,L,L,L,M,M,1.09,11.83,7.97,4.0,WWWMM,LLLMM,6,0,0,0,0,0,0,0,0,0,4.0,-5.0,1.5,6
38,Elitserien 2004/2005,2004-10-17,Hammarby,Guif,31,25,H,100,89,89,77,1.0,1.0,W,W,L,M,M,W,W,L,M,M,1.78,8.4,2.26,4.0,WWLMM,WWLMM,4,4,0,0,0,0,0,0,0,0,2.75,3.0,0.0,0
39,Elitserien 2004/2005,2004-10-20,Vasteras Irsta HF,Skovde,21,41,A,74,98,85,80,0.5,1.5,L,W,L,M,M,W,W,W,M,M,3.91,10.89,1.28,4.0,LWLMM,WWWMM,2,6,0,0,0,0,0,0,0,0,-2.75,4.5,-1.0,-4
40,Elitserien 2004/2005,2004-10-20,Redbergslids,Savehof,22,30,A,103,123,101,122,1.0,0.8,W,L,W,D,M,L,L,W,W,M,2.15,8.27,1.88,5.0,WLWDM,LLWWM,5,4,0,0,0,0,0,0,0,0,0.4,0.2,0.2,1
41,Elitserien 2004/2005,2004-10-20,Lund,Drott,21,18,H,88,117,99,100,0.4,1.2,L,W,L,L,M,W,W,L,W,M,3.22,9.26,1.42,5.0,LWLLM,WWLWM,2,6,0,0,0,0,0,0,0,0,-2.2,3.4,-0.8,-4
42,Elitserien 2004/2005,2004-10-22,Lugi,Tumba,29,21,H,104,109,106,115,0.8,0.8,W,L,L,W,M,W,L,L,W,M,1.37,10.25,3.37,5.0,WLLWM,WLLWM,4,4,0,0,0,0,0,0,0,0,-0.4,-1.2,0.0,0
43,Elitserien 2004/2005,2004-10-24,Drott,Redbergslids,28,26,H,117,103,100,101,1.2,1.0,W,W,L,W,M,W,L,W,D,M,1.64,9.05,2.48,5.0,WWLWM,WLWDM,6,5,0,0,0,0,0,0,0,0,3.4,0.4,0.2,1
44,Elitserien 2004/2005,2004-10-24,IFK Ystads,Vasteras Irsta HF,33,21,H,121,105,112,118,1.2,0.4,L,W,W,W,M,L,L,W,L,M,1.08,10.49,7.89,5.0,LWWWM,LLWLM,6,2,0,0,0,0,0,0,0,0,1.8,-2.6,0.8,4
45,Elitserien 2004/2005,2004-10-24,Heid,Hammarby,21,30,A,101,136,122,118,0.0,1.2,L,L,L,L,M,W,W,W,L,M,4.54,10.58,1.23,5.0,LLLLM,WWWLM,0,6,0,0,0,0,0,0,0,0,-4.2,3.6,-1.2,-6
46,Elitserien 2004/2005,2004-10-25,Guif,Lund,28,20,H,117,88,104,99,1.2,0.4,W,W,W,L,M,L,W,L,L,M,1.31,10.59,3.8,5.0,WWWLM,LWLLM,6,2,0,0,0,0,0,0,0,0,2.6,-2.2,0.8,4
47,Elitserien 2004/2005,2004-10-27,Savehof,Kroppskultur,33,29,H,123,109,122,105,0.8,1.0,L,L,W,W,M,W,W,L,D,M,1.1,9.99,7.25,5.0,LLWWM,WWLDM,4,5,0,0,0,0,0,0,0,0,0.2,0.8,-0.2,-1
48,Elitserien 2004/2005,2004-10-27,Djurgardens,Skovde,20,40,A,89,128,114,114,0.0,1.2,L,L,L,L,M,L,W,W,W,M,5.7,9.99,1.14,5.0,LLLLM,LWWWM,0,6,0,0,0,0,0,0,0,0,-5.0,2.8,-1.2,-6
49,Elitserien 2004/2005,2004-10-29,Kroppskultur,Drott,28,25,H,109,117,105,100,1.0,1.2,W,W,L,D,M,W,W,L,W,M,2.54,9.52,1.61,5.0,WWLDM,WWLWM,5,6,0,0,0,0,0,0,0,0,0.8,3.4,-0.2,-1
50,Elitserien 2004/2005,2004-11-01,Skovde,Lugi,34,24,H,163,131,141,136,1.3333333333333333,0.6666666666666666,W,L,W,W,W,L,W,L,L,W,1.19,10.49,5.27,6.0,WLWWW,LWLLW,8,4,1,0,0,0,0,0,0,0,3.6666666666666665,-0.8333333333333334,0.6666666666666666,4
51,Elitserien 2004/2005,2004-11-01,Hammarby,IFK Ystads,35,26,H,160,151,146,147,1.0,1.0,L,W,W,W,L,L,L,W,W,W,1.78,8.43,2.26,6.0,LWWWL,LLWWW,6,6,0,0,0,0,1,0,0,0,2.3333333333333335,0.6666666666666666,0.0,0
52,Elitserien 2004/2005,2004-11-01,Lund,Heid,27,22,H,101,122,133,155,0.3333333333333333,0.0,L,L,W,L,L,L,L,L,L,L,1.24,10.43,4.5,6.0,LLWLL,LLLLL,2,0,0,0,0,0,0,0,1,1,-5.333333333333333,-5.5,0.3333333333333333,2
53,Elitserien 2004/2005,2004-11-01,Redbergslids,Guif,23,23,D,133,152,128,134,1.1666666666666667,1.3333333333333333,W,W,L,W,D,W,W,W,W,L,1.49,9.45,2.89,6.0,WWLWD,WWWWL,7,8,0,0,0,0,0,0,0,0,0.8333333333333334,3.0,-0.16666666666666666,-1
54,Elitserien 2004/2005,2004-11-03,Tumba,Savehof,28,28,D,136,157,150,135,0.6666666666666666,1.0,L,W,L,L,W,W,L,L,W,W,3.87,9.92,1.31,6.0,LWLLW,WLLWW,4,6,0,0,0,0,0,0,0,0,-2.3333333333333335,3.6666666666666665,-0.3333333333333333,-2
55,Elitserien 2004/2005,2004-11-04,Vasteras Irsta HF,Djurgardens,24,27,A,138,119,139,142,0.6666666666666666,0.3333333333333333,W,L,L,W,L,W,L,L,L,L,1.8,8.63,2.22,6.0,WLLWL,WLLLL,4,2,0,0,0,0,0,0,1,0,-0.16666666666666666,-3.8333333333333335,0.3333333333333333,2
56,Elitserien 2004/2005,2004-11-10,Savehof,Skovde,29,29,D,157,163,135,141,1.0,1.3333333333333333,W,L,L,W,W,W,L,W,W,W,1.83,8.66,2.2,6.0,WLLWW,WLWWW,6,8,0,0,0,0,1,0,0,0,3.6666666666666665,3.6666666666666665,-0.3333333333333333,-2
57,Elitserien 2004/2005,2004-11-10,Drott,Tumba,27,25,H,145,136,124,150,1.3333333333333333,0.6666666666666666,W,W,W,L,W,L,W,L,L,W,1.25,10.48,4.54,6.0,WWWLW,LWLLW,8,4,0,0,0,0,0,0,0,0,3.5,-2.3333333333333335,0.6666666666666666,4
58,Elitserien 2004/2005,2004-11-11,Heid,Redbergslids,23,26,A,122,133,155,128,0.0,1.1666666666666667,L,L,L,L,L,W,W,L,W,D,5.98,10.99,1.16,6.0,LLLLL,WWLWD,0,7,0,0,1,1,0,0,0,0,-5.5,0.8333333333333334,-1.1666666666666667,-7
59,Elitserien 2004/2005,2004-11-12,Lugi,Djurgardens,27,21,H,131,119,136,142,0.6666666666666666,0.3333333333333333,L,W,L,L,W,W,L,L,L,L,1.29,9.86,4.09,6.0,LWLLW,WLLLL,4,2,0,0,0,0,0,0,1,0,-0.8333333333333334,-3.8333333333333335,0.3333333333333333,2
60,Elitserien 2004/2005,2004-11-12,Hammarby,Vasteras Irsta HF,40,25,H,191,159,171,180,1.1428571428571428,0.5714285714285714,W,L,W,W,W,L,W,L,L,W,1.12,10.99,7.05,7.0,WLWWW,LWLLW,8,4,1,0,0,0,0,0,0,0,2.857142857142857,-3.0,0.5714285714285714,4
61,Elitserien 2004/2005,2004-11-13,IFK Ystads,Lund,36,22,H,186,122,175,151,1.1428571428571428,0.5714285714285714,W,L,L,W,W,W,L,L,W,L,1.29,10.51,4.08,7.0,WLLWW,WLLWL,6,4,0,0,0,0,0,0,0,0,1.5714285714285714,-4.142857142857143,0.5714285714285714,2
62,Elitserien 2004/2005,2004-11-14,Guif,Kroppskultur,32,22,H,177,158,165,163,1.1428571428571428,0.7142857142857143,L,W,W,W,W,L,L,W,W,L,1.37,10.07,3.49,7.0,LWWWW,LLWWL,8,4,1,0,0,0,0,0,0,0,1.7142857142857142,-0.7142857142857143,0.42857142857142855,4
63,Elitserien 2004/2005,2004-11-23,Skovde,Drott,40,25,H,204,163,162,145,1.4285714285714286,1.1428571428571428,W,W,L,W,W,L,W,W,W,L,1.32,10.17,3.72,7.0,WWLWW,LWWWL,8,6,0,0,0,0,0,0,0,0,6.0,2.5714285714285716,0.2857142857142857,2
64,Elitserien 2004/2005,2004-11-24,Lund,Hammarby,22,30,A,122,191,151,171,0.5714285714285714,1.1428571428571428,W,L,L,W,L,W,L,W,W,W,2.8,9.7,1.51,7.0,WLLWL,WLWWW,4,8,0,0,0,0,1,0,0,0,-4.142857142857143,2.857142857142857,-0.5714285714285714,-4
65,Elitserien 2004/2005,2004-11-24,Redbergslids,IFK Ystads,22,28,A,155,186,158,175,1.0,1.1428571428571428,L,W,W,L,W,W,L,L,W,W,1.87,8.86,2.1,7.0,LWWLW,WLLWW,6,6,0,0,0,0,0,0,0,0,-0.42857142857142855,1.5714285714285714,-0.14285714285714285,0
66,Elitserien 2004/2005,2004-11-24,Kroppskultur,Heid,30,26,H,158,150,163,190,0.7142857142857143,0.0,L,L,W,W,L,L,L,L,L,L,1.23,10.41,4.63,7.0,LLWWL,LLLLL,4,0,0,0,0,0,0,0,1,1,-0.7142857142857143,-5.714285714285714,0.7142857142857143,4
67,Elitserien 2004/2005,2004-11-24,Djurgardens,Savehof,25,41,A,145,187,177,157,0.2857142857142857,1.1428571428571428,L,W,L,L,L,W,W,L,L,W,5.67,10.28,1.16,7.0,LWLLL,WWLLW,2,6,0,0,1,0,0,0,0,0,-4.571428571428571,4.285714285714286,-0.8571428571428571,-4
68,Elitserien 2004/2005,2004-11-24,Tumba,Guif,26,26,D,171,177,176,165,0.8571428571428571,1.1428571428571428,W,L,W,L,L,L,W,W,W,W,1.94,8.6,2.05,7.0,WLWLL,LWWWW,4,8,0,0,0,0,1,0,0,0,-0.7142857142857143,1.7142857142857142,-0.2857142857142857,-4
69,Elitserien 2004/2005,2004-11-25,Vasteras Irsta HF,Lugi,26,32,A,159,159,180,157,0.5714285714285714,0.8571428571428571,L,W,L,L,W,W,L,W,L,L,2.73,9.52,1.55,7.0,LWLLW,WLWLL,4,4,0,0,0,0,0,0,0,0,-3.0,0.2857142857142857,-0.2857142857142857,0
70,Elitserien 2004/2005,2004-11-28,Lund,Vasteras Irsta HF,28,22,H,142,180,179,213,0.5,0.5,L,W,L,L,W,L,L,W,L,L,1.24,9.88,4.59,8.0,LWLLW,LLWLL,4,2,0,0,0,0,0,0,0,0,-4.625,-4.125,0.0,2
71,Elitserien 2004/2005,2004-11-28,IFK Ystads,Kroppskultur,27,28,A,219,187,196,196,1.25,0.625,W,W,L,L,W,L,L,L,W,W,1.17,10.99,5.71,8.0,WWLLW,LLLWW,6,4,0,0,0,0,0,0,0,0,2.875,-1.125,0.625,2
72,Elitserien 2004/2005,2004-11-28,Heid,Tumba,28,23,H,171,192,220,205,0.0,0.75,L,L,L,L,L,L,W,L,W,L,3.18,10.01,1.41,8.0,LLLLL,LWLWL,0,4,0,0,1,1,0,0,0,0,-6.125,-1.625,-0.75,-4
73,Elitserien 2004/2005,2004-11-28,Drott,Djurgardens,44,23,H,191,165,171,217,1.25,0.25,W,L,W,W,W,L,L,W,L,L,1.09,10.85,7.55,8.0,WLWWW,LLWLL,8,2,1,0,0,0,0,0,0,0,2.5,-6.5,1.0,6
74,Elitserien 2004/2005,2004-11-29,Savehof,Lugi,37,23,H,220,188,186,178,1.25,1.0,W,W,W,L,L,W,W,L,W,L,1.15,9.99,5.7,8.0,WWWLL,WWLWL,6,6,0,0,0,0,0,0,0,0,4.25,1.25,0.25,0
75,Elitserien 2004/2005,2004-11-29,Guif,Skovde,26,31,A,205,244,185,182,1.25,1.5,W,L,W,W,W,W,W,W,L,W,2.94,9.58,1.48,8.0,WLWWW,WWWLW,8,8,1,0,0,0,0,0,0,0,2.5,7.75,-0.25,0
76,Elitserien 2004/2005,2004-11-29,Hammarby,Redbergslids,30,23,H,221,181,192,186,1.25,0.875,W,W,L,W,W,L,L,W,W,L,1.35,9.6,3.57,8.0,WWLWW,LLWWL,8,4,0,0,0,0,0,0,0,0,3.625,-0.625,0.375,4
77,Elitserien 2004/2005,2004-12-01,Skovde,Heid,37,28,H,244,171,182,220,1.5,0.0,W,W,W,L,W,L,L,L,L,L,1.03,15.0,11.33,8.0,WWWLW,LLLLL,8,0,0,0,0,0,0,0,1,1,7.75,-6.125,1.5,8
78,Elitserien 2004/2005,2004-12-03,Kroppskultur,Hammarby,30,30,D,187,221,196,192,0.625,1.25,L,L,L,W,W,W,W,L,W,W,2.91,9.85,1.46,8.0,LLLWW,WWLWW,4,8,0,0,0,0,0,0,0,0,-1.125,3.625,-0.625,-4
79,Elitserien 2004/2005,2004-12-03,Lugi,Drott,32,27,H,188,191,178,171,1.0,1.25,W,W,L,W,L,W,L,W,W,W,2.11,8.6,1.86,8.0,WWLWL,WLWWW,6,8,0,0,0,0,1,0,0,0,1.25,2.5,-0.25,-2
80,Elitserien 2004/2005,2004-12-05,Tumba,IFK Ystads,23,31,A,220,245,233,231,0.7777777777777778,1.1111111111111112,D,L,W,L,W,L,W,W,L,L,2.45,9.83,1.67,9.0,DLWLW,LWWLL,5,4,0,0,0,0,0,0,0,0,-1.4444444444444444,1.5555555555555556,-0.3333333333333333,1
81,Elitserien 2004/2005,2004-12-06,Redbergslids,Lund,23,21,H,204,169,209,201,0.8888888888888888,0.6666666666666666,D,L,L,W,W,W,L,W,L,L,1.45,9.99,3.0,9.0,DLLWW,WLWLL,5,4,0,0,0,0,0,0,0,0,-0.5555555555555556,-3.5555555555555554,0.2222222222222222,1
82,Elitserien 2004/2005,2004-12-07,Vasteras Irsta HF,Savehof,20,39,A,204,248,240,214,0.4444444444444444,1.2222222222222223,L,L,L,W,L,D,W,W,W,L,7.42,11.16,1.1,9.0,LLLWL,DWWWL,2,7,0,0,0,0,0,0,0,0,-4.0,3.7777777777777777,-0.7777777777777778,-5
83,Elitserien 2004/2005,2004-12-08,Djurgardens,Guif,30,24,H,192,228,241,208,0.4444444444444444,1.2222222222222223,W,L,L,W,L,D,W,L,W,W,3.73,9.96,1.33,9.0,WLLWL,DWLWW,4,7,0,0,0,0,0,0,0,0,-5.444444444444445,2.2222222222222223,-0.7777777777777778,-3
84,Elitserien 2004/2005,2004-12-12,Hammarby,Tumba,31,28,H,256,220,218,233,1.3333333333333333,0.7777777777777778,W,W,W,L,W,D,L,W,L,W,1.24,11.12,4.52,9.0,WWWLW,DLWLW,8,5,0,0,0,0,0,0,0,0,4.222222222222222,-1.4444444444444444,0.5555555555555556,3
85,Elitserien 2004/2005,2004-12-12,Heid,Djurgardens,33,25,H,193,192,247,241,0.0,0.4444444444444444,L,L,L,L,L,W,L,L,W,L,1.85,9.11,2.13,9.0,LLLLL,WLLWL,0,4,0,0,1,1,0,0,0,0,-6.0,-5.444444444444445,-0.4444444444444444,-4
86,Elitserien 2004/2005,2004-12-13,Guif,Lugi,24,18,H,228,212,208,212,1.2222222222222223,0.8888888888888888,D,W,L,W,W,L,W,W,L,W,1.55,9.73,2.67,9.0,DWLWW,LWWLW,7,6,0,0,0,0,0,0,0,0,2.2222222222222223,0.0,0.3333333333333333,1
87,Elitserien 2004/2005,2004-12-13,Redbergslids,Vasteras Irsta HF,36,18,H,204,204,209,240,0.8888888888888888,0.4444444444444444,D,L,L,W,W,L,L,L,W,L,1.1,11.66,7.49,9.0,DLLWW,LLLWL,5,2,0,0,0,0,0,0,0,0,-0.5555555555555556,-4.0,0.4444444444444444,3
88,Elitserien 2004/2005,2004-12-13,Lund,Kroppskultur,23,23,D,169,215,201,221,0.6666666666666666,0.7777777777777778,W,L,W,L,L,W,L,L,L,W,1.85,9.31,2.13,9.0,WLWLL,WLLLW,4,4,0,0,0,0,0,0,0,0,-3.5555555555555554,-0.6666666666666666,-0.1111111111111111,0
89,Elitserien 2004/2005,2004-12-15,Drott,Savehof,31,29,H,216,248,199,214,1.1111111111111112,1.2222222222222223,L,W,L,W,W,D,W,W,W,L,2.41,8.55,1.69,9.0,LWLWW,DWWWL,6,7,0,0,0,0,0,0,0,0,1.8888888888888888,3.7777777777777777,-0.1111111111111111,-1
90,Elitserien 2004/2005,2004-12-15,IFK Ystads,Skovde,33,35,A,281,307,253,235,1.2,1.5,W,L,W,W,L,D,W,W,W,W,2.5,8.78,1.64,10.0,WLWWL,DWWWW,6,9,0,0,0,0,1,0,0,0,2.8,7.2,-0.3,-3
91,Elitserien 2004/2005,2004-12-17,Kroppskultur,Lund,32,28,H,237,191,253,237,0.7,0.6,L,W,L,L,L,L,W,L,W,L,1.44,9.47,3.07,10.0,LWLLL,LWLWL,2,4,0,0,1,0,0,0,0,0,-1.6,-4.6,0.1,-2
92,Elitserien 2004/2005,2004-12-19,Tumba,Hammarby,24,22,H,245,296,260,243,0.7,1.4,L,D,L,W,L,W,W,W,W,L,2.83,9.28,1.51,10.0,LDLWL,WWWWL,3,8,0,0,0,0,0,0,0,0,-1.5,5.3,-0.7,-5
